Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
IA,200205,3.5,163.85
IA,200206,4.0,163.85
IA,200207,3.8,165.58
IA,200208,3.8,165.58
IA,200209,3.6,165.58
IA,200210,3.5,167.58
IA,200211,3.8,167.58
IA,200212,4.1,167.58
IA,200301,5.2,169.49
IA,200302,4.9,169.49
IA,200303,4.8,169.49
IA,200304,4.4,171.05
IA,200305,4.1,171.05
IA,200306,4.7,171.05
IA,200307,4.5,172.08
IA,200308,4.3,172.08
IA,200309,4.2,172.08
IA,200310,3.9,173.93
IA,200311,4.1,173.93
IA,200312,4.4,173.93
IA,200401,5.3,175.12
IA,200402,4.9,175.12
IA,200403,4.9,175.12
IA,200404,4.0,177.22
IA,200405,4.1,177.22
IA,200406,4.6,177.22
IA,200407,4.4,179.63
IA,200408,4.4,179.63
IA,200409,4.3,179.63
IA,200410,4.2,181.03
IA,200411,4.3,181.03
IA,200412,4.6,181.03
IA,200501,5.5,184.06
IA,200502,5.2,184.06
IA,200503,4.8,184.06
IA,200504,4.0,184.18
IA,200505,4.0,184.18
IA,200506,4.3,184.18
IA,200507,4.1,188.15
IA,200508,3.9,188.15
IA,200509,3.9,188.15
IA,200510,3.7,187.98
IA,200511,3.9,187.98
IA,200512,4.4,187.98
IA,200601,4.6,190.1
IA,200602,4.4,190.1
IA,200603,3.9,190.1
IA,200604,3.4,192.32
IA,200605,3.2,192.32
IA,200606,3.6,192.32
IA,200607,3.6,193.86
IA,200608,3.6,193.86
IA,200609,3.4,193.86
IA,200610,3.2,194.44
IA,200611,3.3,194.44
IA,200612,3.8,194.44
IA,200701,4.6,194.88
IA,200702,4.4,194.88
IA,200703,4.0,194.88
IA,200704,3.6,196.74
IA,200705,3.3,196.74
IA,200706,3.7,196.74
IA,200707,3.5,197.26
IA,200708,3.5,197.26
IA,200709,3.4,197.26
IA,200710,3.3,198.43
IA,200711,3.3,198.43
IA,200712,3.9,198.43
IA,200801,4.5,197.07
IA,200802,4.2,197.07
IA,200803,4.1,197.07
IA,200804,3.6,197.34
IA,200805,3.6,197.34
IA,200806,4.0,197.34
IA,200807,4.1,195.77
IA,200808,4.2,195.77
IA,200809,3.9,195.77
IA,200810,3.9,194.68
IA,200811,4.2,194.68
IA,200812,5.2,194.68
IA,200901,6.9,195.24
IA,200902,6.9,195.24
IA,200903,7.1,195.24
IA,200904,6.2,193.21
IA,200905,6.3,193.21
IA,200906,6.8,193.21
IA,200907,6.7,192.81
IA,200908,6.5,192.81
IA,200909,5.9,192.81
IA,200910,6.1,194.31
IA,200911,5.9,194.31
IA,200912,6.6,194.31
IA,201001,7.5,194.14
IA,201002,7.2,194.14
IA,201003,7.0,194.14
IA,201004,5.8,193.54
IA,201005,5.6,193.54
IA,201006,5.9,193.54
IA,201007,5.9,194.74
IA,201008,5.9,194.74
IA,201009,5.5,194.74
IA,201010,5.3,189.13
IA,201011,5.5,189.13
IA,201012,5.9,189.13
IA,201101,6.9,192.77
IA,201102,6.4,192.77
IA,201103,6.1,192.77
IA,201104,5.2,187.73
IA,201105,5.2,187.73
IA,201106,5.7,187.73
IA,201107,5.6,189.84
IA,201108,5.6,189.84
IA,201109,5.2,189.84
IA,201110,5.0,190.78
IA,201111,4.9,190.78
IA,201112,5.4,190.78
IA,201201,6.1,191.52
IA,201202,5.9,191.52
IA,201203,5.4,191.52
IA,201204,4.6,194.0
IA,201205,4.7,194.0
IA,201206,5.1,194.0
IA,201207,5.2,193.42
IA,201208,5.0,193.42
IA,201209,4.4,193.42
IA,201210,4.5,195.11
IA,201211,4.4,195.11
IA,201212,5.0,195.11
IA,201301,6.1,196.72
IA,201302,5.5,196.72
IA,201303,5.2,196.72
IA,201304,4.5,197.97
IA,201305,4.4,197.97
IA,201306,4.9,197.97
IA,201307,4.8,200.77
IA,201308,4.6,200.77
IA,201309,4.2,200.77
IA,201310,4.2,201.69
IA,201311,4.1,201.69
IA,201312,4.4,201.69
IA,201401,5.4,203.58
IA,201402,5.1,203.58
IA,201403,4.9,203.58
IA,201404,3.9,204.39
IA,201405,4.0,204.39
IA,201406,4.2,204.39
IA,201407,4.4,205.02
IA,201408,4.3,205.02
IA,201409,3.8,205.02
IA,201410,3.6,206.81
IA,201411,3.6,206.81
IA,201412,4.0,206.81
IA,201501,4.8,208.43
IA,201502,4.3,208.43
IA,201503,4.1,208.43
IA,201504,3.3,210.36
IA,201505,3.5,210.36
IA,201506,3.7,210.36
IA,201507,3.8,212.11
IA,201508,3.6,212.11
IA,201509,3.3,212.11
IA,201510,3.3,213.53
IA,201511,3.3,213.53
IA,201512,3.7,213.53
IA,201601,4.5,217.52
IA,201602,4.1,217.52
IA,201603,3.9,217.52
IA,201604,3.2,218.35
IA,201605,3.3,218.35
IA,201606,3.8,218.35
IA,201607,3.8,220.65
IA,201608,3.7,220.65
IA,201609,3.3,220.65
IA,201610,3.1,223.6
IA,201611,3.0,223.6
IA,201612,3.4,223.6
IA,201701,4.4,224.87
IA,201702,3.7,224.87
IA,201703,3.4,224.87
IA,201704,2.8,227.71
IA,201705,2.9,227.71
IA,201706,3.1,227.71
IA,201707,3.2,229.28
IA,201708,3.2,229.28
IA,201709,2.7,229.28
IA,201710,2.4,231.54
IA,201711,2.5,231.54
IA,201712,2.8,231.54
IA,201801,3.7,234.16
IA,201802,3.2,234.16
IA,201803,3.0,234.16
IA,201804,2.4,236.57
IA,201805,2.2,236.57
IA,201806,2.6,236.57
IA,201807,2.6,240.69
IA,201808,2.5,240.69
IA,201809,2.1,240.69
IA,201810,2.0,242.15
IA,201811,2.0,242.15
IA,201812,2.6,242.15
IA,201901,3.5,244.18
IA,201902,3.0,244.18
IA,201903,3.1,244.18
IA,201904,2.2,246.39
IA,201905,2.4,246.39
IA,201906,2.8,246.39
IA,201907,2.9,246.4
IA,201908,2.7,246.4
IA,201909,2.2,246.4
IA,201910,2.3,250.27
IA,201911,2.3,250.27
IA,201912,2.6,250.27
IA,202001,3.4,252.07
IA,202002,2.9,252.07
IA,202003,3.4,252.07
IA,202004,10.7,254.89
IA,202005,8.5,254.89
IA,202006,7.0,254.89
IA,202007,6.0,257.34
IA,202008,4.8,257.34
IA,202009,4.2,257.34
IA,202010,3.5,263.44
IA,202011,3.8,263.44
IA,202012,4.2,263.44
IA,202101,5.2,272.76
IA,202102,4.8,272.76
IA,202103,4.5,272.76
IA,202104,4.0,279.48
IA,202105,4.2,279.48
IA,202106,4.6,279.48
IA,202107,4.1,287.98
IA,202108,3.8,287.98
IA,202109,3.0,287.98
IA,202110,2.9,295.73
IA,202111,2.7,295.73
IA,202112,2.7,295.73
IA,202201,3.7,303.36
IA,202202,3.0,303.36
IA,202203,2.8,303.36
IA,202204,2.1,312.08
IA,202205,2.4,312.08
IA,202206,2.8,312.08
IA,202207,3.1,324.14
IA,202208,3.2,324.14
IA,202209,2.6,324.14
IA,202210,2.8,327.19
IA,202211,2.8,327.19
IA,202212,2.9,327.19
IA,202301,3.7,330.02
IA,202302,3.3,330.02
IA,202303,3.1,330.02
IA,202304,2.3,334.9
IA,202305,2.8,334.9
IA,202306,3.0,334.9
IA,202307,3.1,339.3
IA,202308,3.2,339.3
IA,202309,2.7,339.3
IA,202310,2.8,345.5
IA,202311,2.5,345.5
IA,202312,2.6,345.5
IA,202401,3.5,350.23
IA,202402,3.1,350.23
IA,202403,2.8,350.23
IA,202404,2.2,354.65
IA,202405,2.7,354.65
IA,202406,3.1,354.65
IA,202407,3.5,358.97
IA,202408,3.4,358.97
IA,202409,2.9,358.97
IA,202410,3.1,361.93
IA,202411,3.1,361.93
IA,202412,3.0,361.93
IA,202501,4.0,368.87
IA,202502,3.8,368.87
IA,202503,3.7,368.87
KS,199901,3.7,142.61
KS,199902,3.6,142.61
KS,199903,3.5,142.61
KS,199904,3.3,144.78
KS,199905,3.3,144.78
KS,199906,3.7,144.78
KS,199907,4.0,145.92
KS,199908,3.5,145.92
KS,199909,3.4,145.92
KS,199910,3.1,147.27
KS,199911,3.4,147.27
KS,199912,3.1,147.27
KS,200001,4.0,147.61
KS,200002,3.8,147.61
KS,200003,4.0,147.61
KS,200004,3.4,150.43
KS,200005,3.6,150.43
KS,200006,3.7,150.43
KS,200007,4.0,151.73
KS,200008,3.9,151.73
KS,200009,3.8,151.73
KS,200010,3.8,153.37
KS,200011,3.7,153.37
KS,200012,3.4,153.37
KS,200101,4.5,154.13
KS,200102,4.3,154.13
KS,200103,4.4,154.13
KS,200104,3.8,155.93
KS,200105,3.8,155.93
KS,200106,4.3,155.93
KS,200107,4.4,158.3
KS,200108,4.5,158.3
KS,200109,4.2,158.3
KS,200110,4.4,159.77
KS,200111,4.6,159.77
KS,200112,4.4,159.77
KS,200201,5.5,162.29
KS,200202,5.2,162.29
KS,200203,5.4,162.29
KS,200204,4.9,162.95
KS,200205,4.8,162.95
KS,200206,5.3,162.95
KS,200207,5.5,164.15
KS,200208,5.2,164.15
KS,200209,5.0,164.15
KS,200210,4.9,165.78
KS,200211,5.0,165.78
KS,200212,4.7,165.78
KS,200301,5.7,167.37
KS,200302,5.4,167.37
KS,200303,5.4,167.37
KS,200304,5.2,169.34
KS,200305,5.3,169.34
KS,200306,6.1,169.34
KS,200307,6.1,169.65
KS,200308,5.8,169.65
KS,200309,5.7,169.65
KS,200310,5.5,172.86
KS,200311,5.5,172.86
KS,200312,5.2,172.86
KS,200401,6.1,174.24
KS,200402,5.8,174.24
KS,200403,5.9,174.24
KS,200404,5.3,176.08
KS,200405,5.3,176.08
KS,200406,5.7,176.08
KS,200407,5.8,178.53
KS,200408,5.5,178.53
KS,200409,5.3,178.53
KS,200410,5.2,179.03
KS,200411,5.1,179.03
KS,200412,4.9,179.03
KS,200501,5.7,181.1
KS,200502,5.8,181.1
KS,200503,5.5,181.1
KS,200504,5.0,183.0
KS,200505,5.0,183.0
KS,200506,5.2,183.0
KS,200507,5.3,185.34
KS,200508,4.8,185.34
KS,200509,4.8,185.34
KS,200510,4.7,186.53
KS,200511,4.8,186.53
KS,200512,4.2,186.53
KS,200601,4.9,188.18
KS,200602,5.0,188.18
KS,200603,4.7,188.18
KS,200604,4.3,191.89
KS,200605,4.1,191.89
KS,200606,4.5,191.89
KS,200607,4.9,192.12
KS,200608,4.5,192.12
KS,200609,4.1,192.12
KS,200610,4.0,194.35
KS,200611,4.0,194.35
KS,200612,3.9,194.35
KS,200701,4.7,195.49
KS,200702,4.6,195.49
KS,200703,4.3,195.49
KS,200704,4.0,197.55
KS,200705,4.1,197.55
KS,200706,4.4,197.55
KS,200707,4.6,198.67
KS,200708,4.3,198.67
KS,200709,4.2,198.67
KS,200710,4.0,199.52
KS,200711,3.9,199.52
KS,200712,4.1,199.52
KS,200801,4.6,198.46
KS,200802,4.3,198.46
KS,200803,4.4,198.46
KS,200804,3.7,197.11
KS,200805,4.2,197.11
KS,200806,4.4,197.11
KS,200807,4.9,196.75
KS,200808,4.8,196.75
KS,200809,4.7,196.75
KS,200810,4.7,194.5
KS,200811,4.8,194.5
KS,200812,5.1,194.5
KS,200901,6.4,193.98
KS,200902,6.7,193.98
KS,200903,6.9,193.98
KS,200904,6.5,195.29
KS,200905,7.1,195.29
KS,200906,7.5,195.29
KS,200907,7.9,192.88
KS,200908,7.6,192.88
KS,200909,7.3,192.88
KS,200910,7.1,193.32
KS,200911,6.9,193.32
KS,200912,6.9,193.32
KS,201001,7.7,194.69
KS,201002,7.6,194.69
KS,201003,7.4,194.69
KS,201004,6.8,190.77
KS,201005,6.7,190.77
KS,201006,6.8,190.77
KS,201007,7.2,193.77
KS,201008,7.0,193.77
KS,201009,6.7,193.77
KS,201010,6.6,189.58
KS,201011,6.6,189.58
KS,201012,6.4,189.58
KS,201101,7.1,188.54
KS,201102,6.9,188.54
KS,201103,6.7,188.54
KS,201104,6.1,184.53
KS,201105,6.2,184.53
KS,201106,6.5,184.53
KS,201107,6.8,183.84
KS,201108,6.6,183.84
KS,201109,6.2,183.84
KS,201110,6.0,184.63
KS,201111,5.6,184.63
KS,201112,5.6,184.63
KS,201201,6.1,185.03
KS,201202,6.2,185.03
KS,201203,6.0,185.03
KS,201204,5.4,185.68
KS,201205,5.5,185.68
KS,201206,5.9,185.68
KS,201207,6.3,187.01
KS,201208,5.9,187.01
KS,201209,5.2,187.01
KS,201210,5.3,190.77
KS,201211,5.0,190.77
KS,201212,5.2,190.77
KS,201301,6.1,190.92
KS,201302,5.9,190.92
KS,201303,5.6,190.92
KS,201304,5.1,189.18
KS,201305,5.4,189.18
KS,201306,5.7,189.18
KS,201307,5.9,192.4
KS,201308,5.5,192.4
KS,201309,4.9,192.4
KS,201310,4.8,193.63
KS,201311,4.4,193.63
KS,201312,4.4,193.63
KS,201401,5.0,192.19
KS,201402,5.2,192.19
KS,201403,5.0,192.19
KS,201404,4.2,198.13
KS,201405,4.5,198.13
KS,201406,4.8,198.13
KS,201407,5.2,199.12
KS,201408,4.7,199.12
KS,201409,4.2,199.12
KS,201410,3.9,200.22
KS,201411,3.9,200.22
KS,201412,3.8,200.22
KS,201501,4.6,201.77
KS,201502,4.6,201.77
KS,201503,4.5,201.77
KS,201504,4.2,203.65
KS,201505,4.4,203.65
KS,201506,4.4,203.65
KS,201507,4.7,205.12
KS,201508,4.2,205.12
KS,201509,3.7,205.12
KS,201510,3.7,207.54
KS,201511,3.5,207.54
KS,201512,3.6,207.54
KS,201601,4.1,208.29
KS,201602,4.2,208.29
KS,201603,4.1,208.29
KS,201604,3.8,212.9
KS,201605,3.8,212.9
KS,201606,4.4,212.9
KS,201607,4.7,215.38
KS,201608,4.4,215.38
KS,201609,4.0,215.38
KS,201610,4.0,216.95
KS,201611,3.6,216.95
KS,201612,3.6,216.95
KS,201701,4.1,221.35
KS,201702,4.1,221.35
KS,201703,3.8,221.35
KS,201704,3.5,221.69
KS,201705,3.6,221.69
KS,201706,3.8,221.69
KS,201707,4.2,225.32
KS,201708,4.0,225.32
KS,201709,3.3,225.32
KS,201710,3.1,227.49
KS,201711,3.1,227.49
KS,201712,3.1,227.49
KS,201801,3.6,229.83
KS,201802,3.8,229.83
KS,201803,3.6,229.83
KS,201804,3.1,234.26
KS,201805,3.1,234.26
KS,201806,3.6,234.26
KS,201807,3.8,236.68
KS,201808,3.5,236.68
KS,201809,2.9,236.68
KS,201810,3.0,237.7
KS,201811,2.7,237.7
KS,201812,3.0,237.7
KS,201901,3.7,242.29
KS,201902,3.5,242.29
KS,201903,3.4,242.29
KS,201904,2.8,245.35
KS,201905,3.0,245.35
KS,201906,3.3,245.35
KS,201907,3.8,246.83
KS,201908,3.4,246.83
KS,201909,2.8,246.83
KS,201910,2.9,251.3
KS,201911,2.7,251.3
KS,201912,2.7,251.3
KS,202001,3.2,255.37
KS,202002,3.2,255.37
KS,202003,3.6,255.37
KS,202004,11.8,258.28
KS,202005,9.3,258.28
KS,202006,7.5,258.28
KS,202007,7.3,261.33
KS,202008,5.9,261.33
KS,202009,5.3,261.33
KS,202010,4.6,273.49
KS,202011,4.2,273.49
KS,202012,4.1,273.49
KS,202101,4.3,283.83
KS,202102,4.0,283.83
KS,202103,3.7,283.83
KS,202104,3.4,289.95
KS,202105,3.4,289.95
KS,202106,4.1,289.95
KS,202107,4.1,303.92
KS,202108,3.6,303.92
KS,202109,2.9,303.92
KS,202110,2.8,312.29
KS,202111,2.2,312.29
KS,202112,2.0,312.29
KS,202201,2.8,321.13
KS,202202,2.8,321.13
KS,202203,2.7,321.13
KS,202204,2.3,334.04
KS,202205,2.5,334.04
KS,202206,2.9,334.04
KS,202207,3.3,342.72
KS,202208,3.2,342.72
KS,202209,2.6,342.72
KS,202210,2.8,345.19
KS,202211,2.5,345.19
KS,202212,2.4,345.19
KS,202301,3.0,348.49
KS,202302,3.2,348.49
KS,202303,3.0,348.49
KS,202304,2.6,350.98
KS,202305,2.8,350.98
KS,202306,3.0,350.98
KS,202307,3.2,360.18
KS,202308,3.2,360.18
KS,202309,2.8,360.18
KS,202310,3.0,370.55
KS,202311,2.3,370.55
KS,202312,2.4,370.55
KS,202401,3.1,376.89
KS,202402,3.6,376.89
KS,202403,3.4,376.89
KS,202404,3.1,386.47
KS,202405,3.4,386.47
KS,202406,3.9,386.47
KS,202407,4.4,388.04
KS,202408,4.1,388.04
KS,202409,3.4,388.04
KS,202410,3.7,392.22
KS,202411,3.5,392.22
KS,202412,3.3,392.22
KS,202501,3.9,398.21
KS,202502,4.1,398.21
KS,202503,3.8,398.21
KY,199901,5.2,138.35
KY,199902,5.3,138.35
KY,199903,5.0,138.35
KY,199904,4.4,140.34
KY,199905,4.5,140.34
KY,199906,5.0,140.34
KY,199907,4.7,141.87
KY,199908,4.3,141.87
KY,199909,4.2,141.87
KY,199910,3.9,143.88
KY,199911,3.8,143.88
KY,199912,3.8,143.88
KY,200001,4.6,145.16
KY,200002,4.9,145.16
KY,200003,4.5,145.16
KY,200004,3.6,147.49
KY,200005,4.0,147.49
KY,200006,4.3,147.49
KY,200007,4.3,148.21
KY,200008,4.0,148.21
KY,200009,3.8,148.21
KY,200010,3.8,149.46
KY,200011,3.9,149.46
KY,200012,4.0,149.46
KY,200101,5.2,150.62
KY,200102,5.2,150.62
KY,200103,5.3,150.62
KY,200104,4.7,151.67
KY,200105,4.7,151.67
KY,200106,5.3,151.67
KY,200107,5.4,153.3
KY,200108,5.1,153.3
KY,200109,4.9,153.3
KY,200110,5.3,154.51
KY,200111,5.5,154.51
KY,200112,5.6,154.51
KY,200201,6.6,156.18
KY,200202,6.4,156.18
KY,200203,6.3,156.18
KY,200204,5.6,156.85
KY,200205,5.6,156.85
KY,200206,6.1,156.85
KY,200207,5.9,158.64
KY,200208,5.5,158.64
KY,200209,5.2,158.64
KY,200210,5.1,159.03
KY,200211,5.5,159.03
KY,200212,5.6,159.03
KY,200301,6.6,161.81
KY,200302,6.8,161.81
KY,200303,6.6,161.81
KY,200304,6.0,163.27
KY,200305,6.2,163.27
KY,200306,6.9,163.27
KY,200307,6.6,165.21
KY,200308,5.9,165.21
KY,200309,5.8,165.21
KY,200310,5.5,167.47
KY,200311,5.6,167.47
KY,200312,5.4,167.47
KY,200401,6.3,168.74
KY,200402,6.4,168.74
KY,200403,6.4,168.74
KY,200404,5.4,172.29
KY,200405,5.5,172.29
KY,200406,6.0,172.29
KY,200407,5.8,172.49
KY,200408,5.0,172.49
KY,200409,4.8,172.49
KY,200410,4.7,174.39
KY,200411,4.8,174.39
KY,200412,5.0,174.39
KY,200501,6.1,176.99
KY,200502,6.5,176.99
KY,200503,6.2,176.99
KY,200504,5.5,178.37
KY,200505,5.7,178.37
KY,200506,6.2,178.37
KY,200507,6.1,180.19
KY,200508,5.4,180.19
KY,200509,5.6,180.19
KY,200510,5.5,182.32
KY,200511,5.7,182.32
KY,200512,5.8,182.32
KY,200601,6.5,184.19
KY,200602,6.7,184.19
KY,200603,6.3,184.19
KY,200604,5.7,187.54
KY,200605,5.6,187.54
KY,200606,6.0,187.54
KY,200607,6.1,187.48
KY,200608,5.4,187.48
KY,200609,5.3,187.48
KY,200610,5.0,188.32
KY,200611,5.1,188.32
KY,200612,5.0,188.32
KY,200701,6.2,189.1
KY,200702,6.3,189.1
KY,200703,5.8,189.1
KY,200704,5.1,190.61
KY,200705,5.1,190.61
KY,200706,5.6,190.61
KY,200707,5.6,191.81
KY,200708,5.0,191.81
KY,200709,5.0,191.81
KY,200710,4.8,190.89
KY,200711,4.7,190.89
KY,200712,5.3,190.89
KY,200801,5.9,191.17
KY,200802,6.0,191.17
KY,200803,6.2,191.17
KY,200804,5.4,189.41
KY,200805,5.9,189.41
KY,200806,6.5,189.41
KY,200807,6.7,189.97
KY,200808,6.6,189.97
KY,200809,6.6,189.97
KY,200810,6.7,189.41
KY,200811,7.1,189.41
KY,200812,8.2,189.41
KY,200901,10.2,186.71
KY,200902,10.8,186.71
KY,200903,11.0,186.71
KY,200904,10.2,186.57
KY,200905,10.8,186.57
KY,200906,11.4,186.57
KY,200907,11.2,186.74
KY,200908,10.6,186.74
KY,200909,10.4,186.74
KY,200910,10.3,186.73
KY,200911,10.1,186.73
KY,200912,10.4,186.73
KY,201001,11.7,186.33
KY,201002,11.9,186.33
KY,201003,11.3,186.33
KY,201004,10.2,186.21
KY,201005,10.1,186.21
KY,201006,10.3,186.21
KY,201007,10.3,185.06
KY,201008,9.8,185.06
KY,201009,9.6,185.06
KY,201010,9.4,184.89
KY,201011,9.6,184.89
KY,201012,9.5,184.89
KY,201101,10.6,186.13
KY,201102,10.4,186.13
KY,201103,9.9,186.13
KY,201104,9.1,182.63
KY,201105,9.3,182.63
KY,201106,9.8,182.63
KY,201107,9.9,181.03
KY,201108,9.1,181.03
KY,201109,9.1,181.03
KY,201110,8.6,182.23
KY,201111,8.3,182.23
KY,201112,8.4,182.23
KY,201201,9.1,181.42
KY,201202,9.1,181.42
KY,201203,8.7,181.42
KY,201204,7.7,183.51
KY,201205,8.0,183.51
KY,201206,8.6,183.51
KY,201207,8.7,184.59
KY,201208,8.1,184.59
KY,201209,7.7,184.59
KY,201210,7.6,184.48
KY,201211,7.4,184.48
KY,201212,7.8,184.48
KY,201301,8.8,185.98
KY,201302,8.6,185.98
KY,201303,8.4,185.98
KY,201304,7.5,186.93
KY,201305,7.9,186.93
KY,201306,8.6,186.93
KY,201307,8.4,188.73
KY,201308,7.6,188.73
KY,201309,7.6,188.73
KY,201310,7.6,190.66
KY,201311,7.2,190.66
KY,201312,7.0,190.66
KY,201401,7.9,190.73
KY,201402,8.2,190.73
KY,201403,7.8,190.73
KY,201404,6.4,190.17
KY,201405,6.6,190.17
KY,201406,6.8,190.17
KY,201407,6.8,192.99
KY,201408,5.9,192.99
KY,201409,5.5,192.99
KY,201410,5.1,193.96
KY,201411,5.2,193.96
KY,201412,5.0,193.96
KY,201501,6.0,195.64
KY,201502,5.8,195.64
KY,201503,5.8,195.64
KY,201504,4.9,198.06
KY,201505,5.2,198.06
KY,201506,5.5,198.06
KY,201507,5.7,199.41
KY,201508,4.9,199.41
KY,201509,4.8,199.41
KY,201510,4.7,201.02
KY,201511,4.8,201.02
KY,201512,4.9,201.02
