State,YearMonth,UnemploymentRate
SC,198307,9.5
SC,198308,9.2
SC,198309,8.7
SC,198310,8.2
SC,198311,7.9
SC,198312,8.2
SC,198313,9.9
SC,198401,8.4
SC,198402,8.0
SC,198403,6.9
SC,198404,6.4
SC,198405,6.3
SC,198406,7.0
SC,198407,6.8
SC,198408,7.0
SC,198409,6.8
SC,198410,6.8
SC,198411,6.6
SC,198412,6.6
SC,198413,7.0
SC,198501,7.2
SC,198502,6.9
SC,198503,5.9
SC,198504,5.8
SC,198505,6.3
SC,198506,7.6
SC,198507,7.4
SC,198508,7.2
SC,198509,7.0
SC,198510,7.0
SC,198511,6.7
SC,198512,7.0
SC,198513,6.8
SC,198601,7.3
SC,198602,7.6
SC,198603,6.7
SC,198604,6.1
SC,198605,6.1
SC,198606,6.7
SC,198607,6.2
SC,198608,5.9
SC,198609,6.0
SC,198610,6.1
SC,198611,6.0
SC,198612,5.8
SC,198613,6.4
SC,198701,6.7
SC,198702,6.8
SC,198703,6.1
SC,198704,5.5
SC,198705,5.2
SC,198706,5.5
SC,198707,4.9
SC,198708,5.0
SC,198709,5.1
SC,198710,5.2
SC,198711,5.0
SC,198712,4.9
SC,198713,5.5
SC,198801,5.4
SC,198802,5.4
SC,198803,4.5
SC,198804,4.2
SC,198805,4.5
SC,198806,4.8
SC,198807,4.5
SC,198808,4.7
SC,198809,4.4
SC,198810,4.4
SC,198811,4.1
SC,198812,4.1
SC,198813,4.6
SC,198901,5.0
SC,198902,4.8
SC,198903,3.9
SC,198904,3.8
SC,198905,4.0
SC,198906,5.1
SC,198907,4.8
SC,198908,4.8
SC,198909,4.8
SC,198910,4.9
SC,198911,4.8
SC,198912,4.7
SC,198913,4.6
SC,199001,5.3
SC,199002,5.2
SC,199003,4.3
SC,199004,4.3
SC,199005,4.4
SC,199006,5.0
SC,199007,4.9
SC,199008,5.1
SC,199009,5.1
SC,199010,4.9
SC,199011,5.0
SC,199012,5.2
SC,199013,4.9
SC,199101,6.0
SC,199102,6.4
SC,199103,5.7
SC,199104,5.3
SC,199105,5.6
SC,199106,6.5
SC,199107,6.1
SC,199108,6.4
SC,199109,6.3
SC,199110,6.3
SC,199111,6.3
SC,199112,6.6
SC,199113,6.1
SC,199201,7.2
SC,199202,7.3
SC,199203,6.6
SC,199204,6.1
SC,199205,6.3
SC,199206,7.1
SC,199207,6.9
SC,199208,6.9
SC,199209,6.7
SC,199210,6.5
SC,199211,6.5
SC,199212,6.6
SC,199213,6.7
SC,199301,7.7
SC,199302,8.0
SC,199303,7.4
SC,199304,7.2
SC,199305,7.3
SC,199306,8.0
SC,199307,7.7
SC,199308,7.4
SC,199309,7.0
SC,199310,6.9
SC,199311,6.5
SC,199312,6.5
SC,199313,7.3
SC,199401,7.4
SC,199402,7.4
SC,199403,6.8
SC,199404,6.4
SC,199405,5.9
SC,199406,6.5
SC,199407,6.2
SC,199408,6.1
SC,199409,5.7
SC,199410,5.6
SC,199411,5.2
SC,199412,4.9
SC,199413,6.2
SC,199501,5.8
SC,199502,5.4
SC,199503,4.7
SC,199504,4.7
SC,199505,4.7
SC,199506,5.3
SC,199507,5.3
SC,199508,5.2
SC,199509,5.1
SC,199510,5.1
SC,199511,5.2
SC,199512,5.2
SC,199513,5.1
SC,199601,5.9
SC,199602,5.8
SC,199603,5.4
SC,199604,5.2
SC,199605,5.5
SC,199606,6.1
SC,199607,6.2
SC,199608,5.7
SC,199609,5.6
SC,199610,5.7
SC,199611,5.6
SC,199612,5.4
SC,199613,5.7
SC,199701,6.1
SC,199702,5.8
SC,199703,5.1
SC,199704,4.4
SC,199705,4.4
SC,199706,5.0
SC,199707,4.6
SC,199708,4.4
SC,199709,4.0
SC,199710,3.5
SC,199711,3.2
SC,199712,3.3
SC,199713,4.5
SC,199801,4.0
SC,199802,3.7
SC,199803,3.0
SC,199804,2.7
SC,199805,3.1
SC,199806,4.0
SC,199807,4.1
SC,199808,3.9
SC,199809,3.8
SC,199810,3.9
SC,199811,3.7
SC,199812,3.7
SC,199813,3.6
SC,199901,4.3
SC,199902,4.5
SC,199903,3.7
SC,199904,3.7
SC,199905,3.8
SC,199906,4.4
SC,199907,4.3
SC,199908,4.4
SC,199909,4.3
SC,199910,4.3
SC,199911,4.2
SC,199912,3.9
SC,199913,4.2
SC,200001,4.4
SC,200002,4.3
SC,200003,3.6
SC,200004,3.1
SC,200005,3.6
SC,200006,4.0
SC,200007,3.9
SC,200008,3.9
SC,200009,3.4
SC,200010,3.2
SC,200011,3.3
SC,200012,3.7
SC,200013,3.7
SC,200101,4.6
SC,200102,4.7
SC,200103,4.6
SC,200104,4.5
SC,200105,4.6
SC,200106,5.4
SC,200107,5.3
SC,200108,5.7
SC,200109,5.4
SC,200110,5.7
SC,200111,5.7
SC,200112,5.9
SC,200113,5.2
SC,200201,6.4
SC,200202,6.4
SC,200203,6.0
SC,200204,5.6
SC,200205,5.6
SC,200206,6.3
SC,200207,6.1
SC,200208,6.1
SC,200209,5.8
SC,200210,6.0
SC,200211,6.3
SC,200212,6.4
SC,200213,6.1
SC,200301,7.0
SC,200302,6.9
SC,200303,6.3
SC,200304,6.1
SC,200305,6.4
SC,200306,7.4
SC,200307,7.1
SC,200308,6.9
SC,200309,6.7
SC,200310,6.8
SC,200311,6.7
SC,200312,6.5
SC,200313,6.7
SC,200401,7.2
SC,200402,7.1
SC,200403,7.0
SC,200404,6.4
SC,200405,6.5
SC,200406,7.4
SC,200407,7.1
SC,200408,7.0
SC,200409,6.7
SC,200410,6.8
SC,200411,6.9
SC,200412,7.0
SC,200413,6.9
SC,200501,7.3
SC,200502,7.5
SC,200503,6.7
SC,200504,6.2
SC,200505,6.3
SC,200506,6.9
SC,200507,6.7
SC,200508,6.7
SC,200509,6.8
SC,200510,6.8
SC,200511,6.9
SC,200512,6.6
SC,200513,6.8
SC,200601,6.7
SC,200602,6.9
SC,200603,6.4
SC,200604,6.1
SC,200605,6.1
SC,200606,6.6
SC,200607,6.5
SC,200608,6.5
SC,200609,6.1
SC,200610,6.0
SC,200611,6.0
SC,200612,6.0
SC,200613,6.3
SC,200701,6.4
SC,200702,6.2
SC,200703,5.5
SC,200704,5.1
SC,200705,5.0
SC,200706,5.7
SC,200707,5.8
SC,200708,5.6
SC,200709,5.4
SC,200710,5.5
SC,200711,5.4
SC,200712,5.9
SC,200713,5.6
SC,200801,6.1
SC,200802,5.8
SC,200803,5.6
SC,200804,5.3
SC,200805,6.0
SC,200806,6.7
SC,200807,7.1
SC,200808,7.5
SC,200809,7.4
SC,200810,7.9
SC,200811,8.2
SC,200812,9.0
SC,200813,6.9
SC,200901,10.1
SC,200902,10.6
SC,200903,10.5
SC,200904,10.0
SC,200905,10.6
SC,200906,11.3
SC,200907,11.2
SC,200908,11.3
SC,200909,11.4
SC,200910,11.7
SC,200911,11.5
SC,200912,11.8
SC,200913,11.0
SC,201001,12.3
SC,201002,12.0
SC,201003,11.4
SC,201004,10.5
SC,201005,10.7
SC,201006,11.1
SC,201007,11.2
SC,201008,11.1
SC,201009,10.6
SC,201010,10.6
SC,201011,10.9
SC,201012,10.8
SC,201013,11.1
SC,201101,11.0
SC,201102,10.9
SC,201103,10.4
SC,201104,9.9
SC,201105,10.3
SC,201106,11.0
SC,201107,10.8
SC,201108,10.6
SC,201109,10.2
SC,201110,10.0
SC,201111,9.5
SC,201112,9.7
SC,201113,10.3
SC,201201,10.0
SC,201202,9.9
SC,201203,9.2
SC,201204,8.6
SC,201205,9.0
SC,201206,9.5
SC,201207,9.5
SC,201208,9.1
SC,201209,8.3
SC,201210,8.4
SC,201211,8.2
SC,201212,8.5
SC,201213,9.0
SC,201301,9.0
SC,201302,8.5
SC,201303,7.8
SC,201304,7.1
SC,201305,7.4
SC,201306,8.0
SC,201307,7.7
SC,201308,7.5
SC,201309,6.9
SC,201310,6.9
SC,201311,6.4
SC,201312,6.2
SC,201313,7.4
SC,201401,6.5
SC,201402,6.2
SC,201403,6.1
SC,201404,5.2
SC,201405,5.7
SC,201406,6.4
SC,201407,6.9
SC,201408,6.9
SC,201409,6.4
SC,201410,6.4
SC,201411,6.4
SC,201412,6.3
SC,201413,6.3
SC,201501,6.9
SC,201502,6.7
SC,201503,6.1
SC,201504,5.6
SC,201505,6.0
SC,201506,6.1
SC,201507,6.2
SC,201508,5.7
SC,201509,5.4
SC,201510,5.5
SC,201511,5.3
SC,201512,5.4
SC,201513,5.9
SC,201601,5.7
SC,201602,5.5
SC,201603,5.3
SC,201604,4.6
SC,201605,4.5
SC,201606,5.2
SC,201607,5.1
SC,201608,5.0
SC,201609,4.5
SC,201610,4.5
SC,201611,4.2
SC,201612,4.4
SC,201613,4.9
SC,201701,5.0
SC,201702,4.7
SC,201703,4.1
SC,201704,3.5
SC,201705,3.7
SC,201706,4.4
SC,201707,4.5
SC,201708,4.4
SC,201709,3.9
SC,201710,4.0
SC,201711,4.0
SC,201712,4.1
SC,201713,4.2
SC,201801,4.4
SC,201802,4.1
SC,201803,3.4
SC,201804,2.5
SC,201805,2.8
SC,201806,3.6
SC,201807,3.6
SC,201808,3.5
SC,201809,3.0
SC,201810,3.2
SC,201811,3.0
SC,201812,3.2
SC,201813,3.4
SC,201901,3.7
SC,201902,3.5
SC,201903,3.3
SC,201904,2.6
SC,201905,2.7
SC,201906,3.0
SC,201907,2.8
SC,201908,2.5
SC,201909,1.9
SC,201910,2.4
SC,201911,2.4
SC,201912,2.6
SC,201913,2.8
SC,202001,3.1
SC,202002,3.2
SC,202003,3.4
SC,202004,11.0
SC,202005,9.2
SC,202006,8.0
SC,202007,7.4
SC,202008,6.1
SC,202009,5.7
SC,202010,5.1
SC,202011,4.9
SC,202012,5.0
SC,202013,6.0
SC,202101,5.0
SC,202102,4.8
SC,202103,4.3
SC,202104,3.7
SC,202105,3.6
SC,202106,4.5
SC,202107,4.2
SC,202108,4.0
SC,202109,3.3
SC,202110,3.3
SC,202111,3.2
SC,202112,3.1
SC,202113,3.9
SC,202201,3.8
SC,202202,3.8
SC,202203,3.2
SC,202204,2.6
SC,202205,2.9
SC,202206,3.5
SC,202207,3.3
SC,202208,3.4
SC,202209,3.0
SC,202210,3.3
SC,202211,2.9
SC,202212,2.9
SC,202213,3.2
SC,202301,3.4
SC,202302,3.5
SC,202303,3.0
SC,202304,2.2
SC,202305,2.7
SC,202306,3.2
SC,202307,3.0
SC,202308,2.8
SC,202309,2.8
SC,202310,3.2
SC,202311,3.1
SC,202312,3.2
SC,202313,3.0
SC,202401,3.7
SC,202402,4.0
SC,202403,3.7
SC,202404,3.2
SC,202405,3.8
SC,202406,4.7
SC,202407,4.9
SC,202408,4.9
SC,202409,4.2
SC,202410,4.4
SC,202411,4.2
SC,202412,4.0
SC,202413,4.1
SC,202501,4.3
SC,202502,4.5
SC,202503,4.1
SD,197601,4.8
SD,197602,4.4
SD,197603,4.2
SD,197604,3.1
SD,197605,2.8
SD,197606,3.1
SD,197607,2.7
SD,197608,2.9
SD,197609,3.2
SD,197610,2.7
SD,197611,3.3
SD,197612,3.6
SD,197613,3.4
SD,197701,4.5
SD,197702,4.9
SD,197703,4.8
SD,197704,3.6
SD,197705,3.1
SD,197706,3.6
SD,197707,2.7
SD,197708,2.9
SD,197709,2.7
SD,197710,2.3
SD,197711,2.7
SD,197712,3.0
SD,197713,3.4
SD,197801,4.1
SD,197802,3.8
SD,197803,3.8
SD,197804,3.0
SD,197805,2.6
SD,197806,3.4
SD,197807,3.1
SD,197808,3.2
SD,197809,2.6
SD,197810,2.3
SD,197811,2.9
SD,197812,3.4
SD,197813,3.2
SD,197901,4.4
SD,197902,4.1
SD,197903,4.2
SD,197904,3.7
SD,197905,3.1
SD,197906,3.3
SD,197907,2.6
SD,197908,3.0
SD,197909,2.9
SD,197910,2.6
SD,197911,3.2
SD,197912,3.5
SD,197913,3.4
SD,198001,4.7
SD,198002,4.6
SD,198003,4.7
SD,198004,4.7
SD,198005,4.8
SD,198006,5.0
SD,198007,4.7
SD,198008,4.9
SD,198009,4.5
SD,198010,4.3
SD,198011,4.9
SD,198012,5.0
SD,198013,4.7
SD,198101,6.4
SD,198102,5.9
SD,198103,5.7
SD,198104,4.7
SD,198105,4.5
SD,198106,4.7
SD,198107,3.9
SD,198108,4.2
SD,198109,4.3
SD,198110,4.0
SD,198111,4.9
SD,198112,4.8
SD,198113,4.8
SD,198201,5.7
SD,198202,5.6
SD,198203,5.8
SD,198204,5.5
SD,198205,4.9
SD,198206,5.4
SD,198207,4.8
SD,198208,5.0
SD,198209,5.3
SD,198210,5.3
SD,198211,5.8
SD,198212,5.9
SD,198213,5.4
SD,198301,6.9
SD,198302,6.6
SD,198303,6.5
SD,198304,5.9
SD,198305,5.3
SD,198306,5.1
SD,198307,4.3
SD,198308,4.5
SD,198309,4.3
SD,198310,4.0
SD,198311,4.3
SD,198312,4.5
SD,198313,5.2
SD,198401,5.2
SD,198402,4.9
SD,198403,4.9
SD,198404,4.6
SD,198405,4.1
SD,198406,4.1
SD,198407,3.7
SD,198408,4.1
SD,198409,4.1
SD,198410,3.9
SD,198411,4.3
SD,198412,4.4
SD,198413,4.3
SD,198501,5.5
SD,198502,5.4
SD,198503,5.6
SD,198504,5.0
SD,198505,4.7
SD,198506,4.9
SD,198507,4.5
SD,198508,4.4
SD,198509,4.4
SD,198510,4.2
SD,198511,4.8
SD,198512,5.0
SD,198513,4.9
SD,198601,5.5
SD,198602,5.7
SD,198603,5.6
SD,198604,4.8
SD,198605,4.7
SD,198606,4.6
SD,198607,4.1
SD,198608,4.2
SD,198609,4.2
SD,198610,3.9
SD,198611,4.4
SD,198612,4.2
SD,198613,4.6
SD,198701,5.3
SD,198702,5.1
SD,198703,5.1
SD,198704,4.3
SD,198705,4.3
SD,198706,4.2
SD,198707,3.8
SD,198708,4.0
SD,198709,3.9
SD,198710,3.7
SD,198711,4.3
SD,198712,4.2
SD,198713,4.3
SD,198801,5.2
SD,198802,5.0
SD,198803,5.0
SD,198804,4.1
SD,198805,4.2
SD,198806,3.8
SD,198807,3.5
SD,198808,3.9
SD,198809,3.7
SD,198810,3.5
SD,198811,4.1
SD,198812,3.9
SD,198813,4.2
SD,198901,4.8
SD,198902,4.4
SD,198903,4.2
SD,198904,3.9
SD,198905,3.8
SD,198906,3.9
SD,198907,3.6
SD,198908,3.7
SD,198909,3.7
SD,198910,3.4
SD,198911,3.8
SD,198912,3.9
SD,198913,3.9
SD,199001,4.5
SD,199002,4.2
SD,199003,4.1
SD,199004,3.6
SD,199005,3.5
SD,199006,3.4
SD,199007,3.2
SD,199008,3.4
SD,199009,3.3
SD,199010,3.1
SD,199011,3.5
SD,199012,3.4
SD,199013,3.6
SD,199101,4.3
SD,199102,4.2
SD,199103,4.2
SD,199104,3.4
SD,199105,3.6
SD,199106,3.5
SD,199107,3.2
SD,199108,3.3
SD,199109,3.1
SD,199110,2.9
SD,199111,3.3
SD,199112,3.3
SD,199113,3.5
SD,199201,4.1
SD,199202,3.9
SD,199203,3.9
SD,199204,3.2
SD,199205,3.5
SD,199206,3.5
SD,199207,3.1
SD,199208,3.3
SD,199209,3.1
SD,199210,2.8
SD,199211,3.3
SD,199212,3.3
SD,199213,3.4
SD,199301,4.4
SD,199302,4.2
SD,199303,4.2
SD,199304,3.4
SD,199305,3.3
SD,199306,3.5
SD,199307,3.1
SD,199308,3.2
SD,199309,3.0
SD,199310,2.9
SD,199311,3.1
SD,199312,3.2
SD,199313,3.5
SD,199401,4.0
SD,199402,3.9
SD,199403,4.0
SD,199404,3.2
SD,199405,3.1
SD,199406,3.1
SD,199407,3.0
SD,199408,3.1
SD,199409,3.0
SD,199410,2.8
SD,199411,3.0
SD,199412,3.0
SD,199413,3.3
SD,199501,3.8
SD,199502,3.4
SD,199503,3.4
SD,199504,3.3
SD,199505,3.2
SD,199506,3.1
SD,199507,3.1
SD,199508,3.1
SD,199509,2.9
SD,199510,2.7
SD,199511,3.1
SD,199512,3.2
SD,199513,3.2
SD,199601,4.0
SD,199602,3.8
SD,199603,3.9
SD,199604,3.3
SD,199605,3.3
SD,199606,3.2
SD,199607,3.2
SD,199608,2.9
SD,199609,2.8
SD,199610,2.7
SD,199611,3.1
SD,199612,3.2
SD,199613,3.3
SD,199701,3.9
SD,199702,3.4
SD,199703,3.4
SD,199704,2.9
SD,199705,2.8
SD,199706,2.9
SD,199707,2.6
SD,199708,2.8
SD,199709,2.7
SD,199710,2.4
SD,199711,2.7
SD,199712,2.8
SD,199713,2.9
SD,199801,3.6
SD,199802,3.2
SD,199803,3.5
SD,199804,2.7
SD,199805,2.7
SD,199806,2.8
SD,199807,2.7
SD,199808,2.6
SD,199809,2.5
SD,199810,2.4
SD,199811,2.8
SD,199812,2.8
SD,199813,2.9
SD,199901,3.3
SD,199902,3.2
SD,199903,3.2
SD,199904,2.7
SD,199905,2.6
SD,199906,2.7
SD,199907,2.7
SD,199908,2.6
SD,199909,2.4
SD,199910,2.1
SD,199911,2.5
SD,199912,2.5
SD,199913,2.7
SD,200001,3.0
SD,200002,2.9
SD,200003,2.8
SD,200004,2.3
SD,200005,2.5
SD,200006,2.4
SD,200007,2.3
SD,200008,2.4
SD,200009,2.2
SD,200010,2.2
SD,200011,2.7
SD,200012,2.7
SD,200013,2.5
SD,200101,3.2
SD,200102,3.3
SD,200103,3.4
SD,200104,2.9
SD,200105,2.7
SD,200106,2.9
SD,200107,2.7
SD,200108,2.9
SD,200109,2.6
SD,200110,2.9
SD,200111,3.1
SD,200112,3.5
SD,200113,3.0
SD,200201,4.1
SD,200202,3.9
SD,200203,4.1
SD,200204,3.5
SD,200205,2.9
SD,200206,3.1
SD,200207,3.0
SD,200208,2.9
SD,200209,2.6
SD,200210,2.6
SD,200211,3.1
SD,200212,3.2
SD,200213,3.2
SD,200301,4.0
SD,200302,3.9
SD,200303,3.8
SD,200304,3.4
SD,200305,3.3
SD,200306,3.5
SD,200307,3.4
SD,200308,3.3
SD,200309,3.2
SD,200310,3.0
SD,200311,3.4
SD,200312,3.5
SD,200313,3.5
SD,200401,4.0
SD,200402,3.9
SD,200403,4.1
SD,200404,3.3
SD,200405,3.4
SD,200406,3.6
SD,200407,3.4
SD,200408,3.4
SD,200409,3.3
SD,200410,3.2
SD,200411,3.5
SD,200412,3.7
SD,200413,3.6
SD,200501,4.3
SD,200502,4.4
SD,200503,4.2
SD,200504,3.6
SD,200505,3.6
SD,200506,3.5
SD,200507,3.3
SD,200508,3.1
SD,200509,3.1
SD,200510,2.9
SD,200511,3.2
SD,200512,3.5
SD,200513,3.5
SD,200601,3.6
SD,200602,3.6
SD,200603,3.3
SD,200604,2.9
SD,200605,2.8
SD,200606,2.9
SD,200607,2.9
SD,200608,2.9
SD,200609,2.7
SD,200610,2.6
SD,200611,2.8
SD,200612,3.0
SD,200613,3.0
SD,200701,3.5
SD,200702,3.5
SD,200703,3.1
SD,200704,3.0
SD,200705,2.7
SD,200706,2.7
SD,200707,2.6
SD,200708,2.7
SD,200709,2.5
SD,200710,2.4
SD,200711,2.5
SD,200712,2.9
SD,200713,2.8
SD,200801,3.1
SD,200802,3.1
SD,200803,3.0
SD,200804,2.7
SD,200805,2.8
SD,200806,2.8
SD,200807,2.9
SD,200808,3.1
SD,200809,2.8
SD,200810,2.9
SD,200811,3.3
SD,200812,4.0
SD,200813,3.1
SD,200901,4.6
SD,200902,5.1
SD,200903,5.3
SD,200904,5.0
SD,200905,4.7
SD,200906,4.6
SD,200907,4.4
SD,200908,4.4
SD,200909,4.0
SD,200910,4.1
SD,200911,4.2
SD,200912,4.9
SD,200913,4.6
SD,201001,5.5
SD,201002,5.5
SD,201003,5.4
SD,201004,5.1
SD,201005,4.8
SD,201006,4.7
SD,201007,4.6
SD,201008,4.7
SD,201009,4.3
SD,201010,4.2
SD,201011,4.6
SD,201012,5.1
SD,201013,4.9
SD,201101,5.6
SD,201102,5.7
SD,201103,5.4
SD,201104,4.7
SD,201105,4.4
SD,201106,4.4
SD,201107,4.2
SD,201108,4.3
SD,201109,4.0
SD,201110,3.8
SD,201111,3.9
SD,201112,4.4
SD,201113,4.6
SD,201201,4.7
SD,201202,4.9
SD,201203,4.5
SD,201204,3.9
SD,201205,3.9
SD,201206,4.0
SD,201207,3.9
SD,201208,3.9
SD,201209,3.5
SD,201210,3.5
SD,201211,3.6
SD,201212,4.0
SD,201213,4.0
SD,201301,4.5
SD,201302,4.6
SD,201303,4.1
SD,201304,3.9
SD,201305,3.5
SD,201306,3.7
SD,201307,3.4
SD,201308,3.5
SD,201309,3.2
SD,201310,3.3
SD,201311,3.3
SD,201312,3.5
SD,201313,3.7
SD,201401,3.9
SD,201402,4.2
SD,201403,3.9
SD,201404,3.4
SD,201405,3.2
SD,201406,3.2
SD,201407,3.1
SD,201408,3.2
SD,201409,2.9
SD,201410,2.8
SD,201411,3.2
SD,201412,3.4
SD,201413,3.4
SD,201501,3.6
SD,201502,3.7
SD,201503,3.4
SD,201504,3.1
SD,201505,3.1
SD,201506,3.0
SD,201507,2.8
SD,201508,2.9
SD,201509,2.5
SD,201510,2.5
SD,201511,2.7
SD,201512,3.1
SD,201513,3.0
SD,201601,3.2
SD,201602,3.4
SD,201603,3.1
SD,201604,2.9
SD,201605,2.7
SD,201606,3.0
SD,201607,2.8
SD,201608,3.1
SD,201609,2.7
SD,201610,2.8
SD,201611,2.9
SD,201612,3.4
SD,201613,3.0
SD,201701,3.5
SD,201702,3.7
SD,201703,3.1
SD,201704,3.0
SD,201705,2.9
SD,201706,2.9
SD,201707,2.8
SD,201708,3.1
SD,201709,2.6
SD,201710,2.5
SD,201711,2.8
SD,201712,3.3
SD,201713,3.0
SD,201801,3.2
SD,201802,3.5
SD,201803,3.0
SD,201804,3.0
SD,201805,2.5
SD,201806,2.8
SD,201807,2.5
SD,201808,2.6
SD,201809,2.2
SD,201810,2.3
SD,201811,2.4
SD,201812,2.9
SD,201813,2.8
SD,201901,3.2
SD,201902,3.3
SD,201903,3.1
SD,201904,2.8
SD,201905,2.6
SD,201906,2.8
SD,201907,2.6
SD,201908,2.8
SD,201909,2.2
SD,201910,2.3
SD,201911,2.4
SD,201912,2.8
SD,201913,2.7
SD,202001,2.7
SD,202002,2.8
SD,202003,3.0
SD,202004,8.8
SD,202005,6.7
SD,202006,5.1
SD,202007,4.5
SD,202008,3.9
SD,202009,3.2
SD,202010,2.8
SD,202011,2.9
SD,202012,3.2
SD,202013,4.1
SD,202101,3.1
SD,202102,3.4
SD,202103,2.9
SD,202104,2.8
SD,202105,2.6
SD,202106,2.9
SD,202107,2.4
SD,202108,2.6
SD,202109,2.0
SD,202110,2.0
SD,202111,1.9
SD,202112,2.0
SD,202113,2.5
SD,202201,2.2
SD,202202,2.4
SD,202203,2.0
SD,202204,1.9
SD,202205,1.8
SD,202206,2.0
SD,202207,1.7
SD,202208,2.1
SD,202209,1.5
SD,202210,1.7
SD,202211,1.7
SD,202212,2.0
SD,202213,1.9
SD,202301,1.9
SD,202302,2.3
SD,202303,1.8
SD,202304,1.9
SD,202305,1.8
SD,202306,1.9
SD,202307,1.6
SD,202308,2.0
SD,202309,1.5
SD,202310,1.7
SD,202311,1.5
SD,202312,1.8
SD,202313,1.8
SD,202401,1.9
SD,202402,2.3
SD,202403,1.7
SD,202404,1.8
SD,202405,1.7
SD,202406,1.9
SD,202407,1.8
SD,202408,2.0
SD,202409,1.5
SD,202410,1.6
SD,202411,1.7
SD,202412,2.0
SD,202413,1.8
SD,202501,2.1
SD,202502,2.1
SD,202503,1.8
TN,197601,6.8
TN,197602,6.6
TN,197603,6.1
TN,197604,5.5
TN,197605,5.1
TN,197606,6.9
TN,197607,6.3
TN,197608,6.1
TN,197609,5.9
TN,197610,6.0
TN,197611,6.1
TN,197612,6.0
TN,197613,6.1
TN,197701,7.0
TN,197702,7.2
TN,197703,6.9
TN,197704,5.9
TN,197705,5.5
TN,197706,7.1
TN,197707,6.4
TN,197708,6.2
TN,197709,5.7
TN,197710,5.6
TN,197711,5.8
TN,197712,5.5
TN,197713,6.2
TN,197801,6.4
TN,197802,6.0
TN,197803,6.2
TN,197804,5.2
TN,197805,5.0
TN,197806,6.4
TN,197807,6.3
TN,197808,5.9
TN,197809,5.8
TN,197810,5.4
TN,197811,5.3
TN,197812,5.3
TN,197813,5.8
TN,197901,6.3
TN,197902,6.1
TN,197903,5.7
TN,197904,5.3
TN,197905,5.4
TN,197906,6.8
TN,197907,6.2
TN,197908,6.1
TN,197909,5.6
TN,197910,5.6
TN,197911,5.7
TN,197912,5.5
TN,197913,5.9
TN,198001,6.8
TN,198002,6.7
TN,198003,6.5
TN,198004,6.4
TN,198005,7.0
TN,198006,8.4
TN,198007,8.4
TN,198008,8.2
TN,198009,7.4
TN,198010,7.7
TN,198011,7.6
TN,198012,7.5
TN,198013,7.4
TN,198101,9.0
TN,198102,9.0
TN,198103,8.6
TN,198104,7.8
TN,198105,8.1
TN,198106,9.4
TN,198107,8.6
TN,198108,8.5
TN,198109,8.7
TN,198110,9.2
TN,198111,9.5
TN,198112,9.9
TN,198113,8.9
TN,198201,11.5
TN,198202,11.7
TN,198203,11.7
TN,198204,11.0
TN,198205,10.9
TN,198206,12.1
TN,198207,11.9
TN,198208,11.7
TN,198209,11.7
TN,198210,12.1
TN,198211,12.6
TN,198212,13.0
TN,198213,11.8
TN,198301,13.7
TN,198302,13.3
TN,198303,12.6
TN,198304,11.9
TN,198305,11.6
TN,198306,12.5
TN,198307,11.4
TN,198308,11.2
TN,198309,10.5
TN,198310,10.2
TN,198311,9.9
TN,198312,9.7
TN,198313,11.5
TN,198401,10.3
TN,198402,9.5
TN,198403,9.3
TN,198404,8.8
TN,198405,8.3
TN,198406,9.1
TN,198407,8.8
TN,198408,8.5
TN,198409,8.1
TN,198410,8.0
TN,198411,7.8
TN,198412,7.8
TN,198413,8.7
TN,198501,8.8
TN,198502,8.5
TN,198503,8.2
TN,198504,7.8
TN,198505,7.5
TN,198506,8.5
TN,198507,8.3
TN,198508,7.8
TN,198509,7.5
TN,198510,7.5
TN,198511,7.5
TN,198512,7.5
TN,198513,7.9
TN,198601,8.2
TN,198602,8.7
TN,198603,8.3
TN,198604,7.7
TN,198605,7.5
TN,198606,8.6
TN,198607,8.0
TN,198608,7.5
TN,198609,7.7
TN,198610,7.7
TN,198611,7.6
TN,198612,7.1
TN,198613,7.9
TN,198701,7.9
TN,198702,7.7
TN,198703,7.5
TN,198704,6.8
TN,198705,6.6
TN,198706,7.2
TN,198707,6.6
TN,198708,6.3
TN,198709,6.1
TN,198710,5.8
TN,198711,5.8
TN,198712,5.5
TN,198713,6.6
TN,198801,6.5
TN,198802,6.2
TN,198803,6.0
TN,198804,5.3
TN,198805,5.5
TN,198806,6.2
TN,198807,5.9
TN,198808,5.8
TN,198809,5.7
TN,198810,5.4
TN,198811,5.5
TN,198812,5.3
TN,198813,5.8
TN,198901,6.2
TN,198902,5.5
TN,198903,5.1
TN,198904,4.7
TN,198905,4.5
TN,198906,5.6
TN,198907,5.2
TN,198908,5.0
TN,198909,4.8
TN,198910,4.8
TN,198911,5.0
TN,198912,4.8
TN,198913,5.1
TN,199001,5.6
TN,199002,5.4
TN,199003,5.1
TN,199004,4.9
TN,199005,4.9
TN,199006,5.4
TN,199007,5.4
TN,199008,5.3
TN,199009,5.3
TN,199010,5.3
TN,199011,5.6
TN,199012,5.8
TN,199013,5.3
TN,199101,7.1
TN,199102,7.2
TN,199103,7.0
TN,199104,6.3
TN,199105,6.2
TN,199106,7.2
TN,199107,6.9
TN,199108,6.6
TN,199109,6.4
TN,199110,6.3
TN,199111,6.4
TN,199112,6.5
TN,199113,6.7
TN,199201,7.6
TN,199202,7.4
TN,199203,6.9
TN,199204,6.0
TN,199205,6.0
TN,199206,7.1
TN,199207,6.5
